sentence1,sentence2,label
"Сотрудничать с командой и заказчиком","Постоянная коммуникация для достижения целей проекта",0.4
"Обучать пользователей работе с 1С","Проведение тренингов и создание инструкций для сотрудников заказчика",0.3
"Обеспечивать этичность ИИ","Учет моральных и правовых аспектов при разработке решений",0.2
"Объяснять результаты неспециалистам","Перевод технических выводов в понятные бизнес-рекомендации",0.1
"Писать спецификации для API","Отсутствие опыта или знаний в области написания спецификаций для API",0.0
"Оценивать соответствие требованиям качества","Разработка и внедрение метрик для оценки качества на всех этапах разработки",0.9
"Нормализовать данные в IDEF1X","Применение нормальных форм (1NF, 2NF, 3NF) для устранения аномалий",0.8
"Разрабатывать логическую модель данных","Описание данных без привязки к конкретной СУБД",1.0
"Требуется опытный Java-разработчик.","Ищем junior-программиста на Java.",0.3
"Использовать машинное обучение","Применение алгоритмов ML для прогнозирования и анализа данных",0.6
"Общаться на бытовые темы","Ведение разговора на повседневные темы с коллегами или клиентами",0.9
"Распределять задачи внутри команды","Определение ролей и обязанностей для каждого участника",0.6
"Работать с системами контроля версий","Эффективное использование Git для управления кодовой базой",0.2
"Минимизировать время отклика","Сокращение задержек в пользовательском интерфейсе и API",0.5
"Решать конфликтные ситуации","Нахождение компромиссов и конструктивных решений в стрессовых обстоятельствах",0.6
"Обеспечивать кросс-браузерность","Тестирование и адаптация кода под разные браузеры",0.4
"Инженерная графика","Создание сложных чертежей и 3D-моделей с использованием CAD-систем (AutoCAD, SolidWorks)",1.0
"Тестировать программное обеспечение","Написание unit-тестов, интеграционных тестов и автоматизация проверок",0.8
"Использовать паттерны проектирования","Применение Singleton, Factory, Observer и других паттернов",0.7
"Управлять сетевой инфраструктурой","Конфигурирование маршрутизаторов, коммутаторов и брандмауэров",0.9
"Физика полупроводников","Опыт работы с CRM-системами",0.0
"Выполнять задачи в условиях жестких дедлайнов","Соблюдение сроков без потери качества работы",0.2
"Управлять версиями кода","Эффективная работа с Git для контроля изменений и совместной разработки",0.6
"Внедрять информационные системы","Интеграция ERP, CRM или других систем для управления данными",0.7
"Тестировать ПО","Выполнение функционального, регрессионного и нагрузочного тестирования",1.0
"Разрабатывать пользовательские истории","Написание User Stories для Agile-проектов (As a... I want... So that...)",1.0
"Проводить анализ требований","Сбор и документирование требований заказчиков с использованием методов интервью и опросов",0.9
"Внедрять облачные технологии","Переход на облачные платформы для хранения и обработки данных",0.5
"Проектировать базы данных","Создание нормализованных структур данных для хранения информации",0.7
"Осуществлять программирование и тестирование","Выполнение ручного тестирования программных продуктов на соответствие требованиям",0.3
"Автоматизировать отчеты","Создание автоматических обновлений для дашбордов и графиков",0.4
"Тестировать код","Написание unit-тестов для проверки корректности работы программы",0.5
"Работать с Core Data","Хранение и управление данными в локальной базе данных iOS",0.5
"Работать с фреймворком Flask/Django","Создание веб-приложений с использованием легковесных или полнофункциональных фреймворков",0.9
"Необходим специалист по кибербезопасности.","Требуется администратор баз данных.",0.1
"Разработчик мобильных приложений","Использование инструментов разработки (Android Studio, Xcode) и систем контроля версий (Git)",0.4
"Автоматизировать процессы в облаке","Использование Terraform, Ansible или CloudFormation для автоматизации",0.6
"Инсталлирует ПО и оборудование","Разворачивать Docker-контейнеры",1.0
"Теория информации","Разработка протоколов передачи данных",0.6
"Грамотная письменная и устная речь","Написание безошибочных текстов (грамматика, пунктуация, орфография) и их редактура",0.6
"Обеспечивать доступность (a11y)","Добавление ARIA-атрибутов и проверка совместимости с инструментами для слабовидящих",0.1
"Опытный Java-разработчик","Разработка и поддержка баз данных через интеграцию с ORM (JPA, Hibernate)",0.6
"Настраивать облачные сервисы","Миграция локальных систем и данных в облачные сервисы",0.6
"Математическое моделирование процессов","Анализ данных и оптимизация процессов с помощью математических моделей",0.7
"Работать с нормативными требованиями","Соблюдение стандартов GDPR, ISO 27001 и других регламентов",0.1
"Обеспечивать информационную безопасность ERP","Защита данных и предотвращение несанкционированного доступа",0.1
"Устанавливать дедлайны","Определение реальных сроков выполнения задач без перегрузки",1.0
"Оптимизировать визуальное восприятие","Применение принципов минимализма и акцентирования ключевых данных",1.0
"Описывать требования к совместимости","Учет работы с различными платформами, браузерами или устройствами",0.5
"Тестировать масштабируемость","Проверка способности системы работать при увеличении числа пользователей",0.5
"Проводить анализ требований","Отсутствие опыта или знаний в области анализа требований",0.0
"Анализировать бизнес-процессы","Изучение текущих процессов для выявления узких мест",0.8
"Оптимизировать производительность кода","Поиск узких мест и улучшение скорости выполнения программ",1.0
"Математическое моделирование процессов","Навыки анализа данных в MATLAB",0.8
"Использовать информационные технологии","Автоматизация рабочих процессов с использованием специализированного ПО и скриптов",0.9
"Использовать ИКТ","Разрабатывать веб-приложения",0.7
"Работать с большими данными","Кластеризация больших датасетов с использованием Big Data-инструментов",0.3
"Выбирать способы решения задач профессиональной деятельности","Определять подход к разработке ПО",0.9
"Поддерживать позитивную атмосферу","Создание комфортной среды для продуктивной работы",0.9
"Разрешать конфликтные ситуации","Нахождение компромиссов и снижение напряженности",0.7
"Обрабатывать большие данные","Использование инструментов вроде Hadoop, Spark или Hive для анализа массивов данных",0.9
"Основы программирования на C++","Создание простых консольных приложений и учебных программ",0.3
"Ставить задачи команде разработчиков","Формулирование простых задач для небольших проектов или стажеров",0.3
"Обучаться машинному обучению","Изучение базовых алгоритмов ML для прогнозирования трендов",0.2
"Осуществлять сбор и анализ данных для ТЗ","Подготовка аналитических отчетов и рекомендаций на основе собранных данных",0.6
"Инженерная графика","Разработка технической документации на основе инженерных чертежей",0.9
"Работать с базами данных через JDBC/Hibernate","Выполнение запросов к БД и использование ORM для маппинга данных",0.7
"Создание контента для социальных сетей","Анализ трендов и адаптация контента под целевую аудиторию",0.8
"Тестировать ПО","Проведение нагрузочного и стрессового тестирования ПО",0.3
"Осуществлять автоматическое тестирование","Знакомство с концепцией автоматического тестирования и его преимуществами",0.1
"Обучать команду Scrum-практикам","Повышение осведомленности о принципах и ценностях Scrum",0.1
"Переносить локальную инфраструктуру в облако","Миграция данных и приложений из локальной среды в облачную",0.2
"Управлять базой данных клиентов","Очистка, сегментация и обновление информации о клиентах",0.5
"Программирование на Python","Отсутствие опыта программирования на Python",0.0
"Использовать фреймворки глубокого обучения","Работа с TensorFlow, PyTorch или Keras для построения моделей",0.7
"Основы программирования на C++","Разработка многопоточных приложений и обработка параллельных процессов",0.7
"Проектировать архитектуру АСУ","Разработка структуры системы для автоматизации бизнес-процессов",0.7
"Учитывает ролевые позиции участников","Согласовывать задачи с аналитиками",0.8
"Настраивать шифрование данных","Конфигурирование политик шифрования в корпоративных системах и приложениях",0.5
"Использовать контейнеризацию","Работа с Docker и Kubernetes для развертывания микросервисов",0.7
"Изучать технические требования","Знакомство с процессом изучения и документирования технических требований",0.1
"Создание контента для социальных сетей","Использование инструментов для создания и монтажа контента (Canva, Adobe Premiere, CapCut)",0.7
"Дифференциальные уравнения","Моделирование динамических систем",0.6
"Развертывать приложения в облаке","Использование AWS, Google Cloud или Azure для хостинга и масштабирования",0.9
"Заниматься самообразованием","Участие в конференциях, вебинарах и митапах для обмена опытом с экспертами",0.7
"Оценивать качество моделей","Применение метрик (accuracy, precision, recall, F1-score, ROC-AUC)",0.4
"Внедрять программное обеспечение","Деплой приложения в рабочую среду и обучение пользователей",0.6
"Осуществлять сбор и анализ данных для ТЗ","Сбор требований заказчиков и анализ их для создания четких и измеримых ТЗ",0.9
"Применять принципы визуального дизайна","Использование цвета, типографики и композиции для улучшения восприятия",0.3
"Опытный Java-разработчик","Отсутствие опыта разработки на Java",0.0
"Разрабатывать модели для обработки изображений","Создание решений для классификации, детекции объектов или сегментации",0.9
"Настраивать облачные сервисы","Оптимизация затрат на облачные ресурсы и мониторинг их использования",0.8
"Проектировать архитектуру ПО","Разработка масштабируемых и поддерживаемых систем",0.7
"Деплоить приложения","Развертывание проектов на серверах (Heroku, AWS, DigitalOcean)",0.3
"Настраивать шифрование данных","Отсутствие опыта или знаний в области настройки шифрования данных",0.0
"Обеспечивать информационную безопасность 1С","Настройка прав доступа и защита данных в системе",0.1
"Использовать CASE-инструменты","Работа с базовыми инструментами, такими как Lucidchart или Draw.io",0.3
"Планировать выполнение работ по макету","Оценка трудозатрат и рисков при планировании этапов разработки макета",0.5
"Тестировать ПО","Отсутствие опыта тестирования программного обеспечения",0.0
"Работать с инструментами CI/CD для тестирования","Интеграция тестов в Jenkins, GitLab CI или CircleCI",0.3
"Анализировать и синтезировать информацию","Проводить анализ требований",0.8
"Инженерная графика","Работа с программами для моделирования и визуализации (CATIA, Fusion 360)",0.4
"Разрабатывать веб-приложения","Использование инструментов автоматизации сборки и деплоя (Docker, Jenkins)",0.4
"Работать с системами контроля версий","Эффективное использование Git для управления кодовой базой",0.9
"Тестировать ПО","Проверка соответствия ПО требованиям технического задания",0.5
"Дифференциальные уравнения","Умение работать с документооборотом",0.1
"Обязательно знание SQL","Написание базовых SQL-запросов для выборки и фильтрации данных",0.3
"Обновлять конфигурации 1С","Адаптация решений под новые версии платформы 1С",0.4
"Математическое моделирование","Знакомство с основами математического моделирования и его инструментами",0.1
"Тестировать асинхронный код","Написание тестов для проверки работы асинхронных функций",0.2
"Обучать нейронные сети","Настройка архитектуры и обучение моделей на больших датасетах",1.0
"Обеспечивать трассируемость Use Cases","Связывание сценариев с требованиями и задачами проекта",0.1
"Организовывать Scrum-процессы","Проведение планирования, дейли-митингов и ретроспектив",0.7
"Решать задачи на алгоритмы","Практика на платформах, таких как LeetCode или Codeforces",0.7
"Ориентироваться в смене технологий","Поддерживать legacy-системы",0.2
"Выявляет соотношение части и целого в системе","Проектировать архитектуру микросервисов",0.6
"Обеспечивать безопасность ПО","Защита данных и предотвращение уязвимостей в коде",0.5
"Инженерная графика","Создание архитектурных планов и схем коммуникаций",0.6
"Участвовать в Agile-процессах","Работа в команде по методологиям Scrum или Kanban",0.1
"Осуществлять программирование и тестирование","Знакомство с основами написания кода и тестирования программ",0.1
"Разрабатывать программное обеспечение","Написание кода в соответствии с утвержденным дизайном",0.8
"Проектировать модели для 3D-печати","Создание объектов, готовых для печати на 3D-принтере",0.3
"Осуществлять коммуникацию на государственном языке","Использование государственного языка для обучения или консультирования сотрудников",0.5
"Управлять версиями ПО","Использование Git или других систем для контроля изменений в коде",0.3
"Автоматизировать процессы","Настройка CI/CD-пайплайнов для сборки, тестирования и деплоя микросервисов",0.4
"Проявлять гражданско-патриотическую позицию","Продвигать локальные IT-продукты",0.6
"Теория вероятностей","Анализ данных в Excel",0.3
"Применять статистические методы","Использование статистики для выявления трендов и аномалий",1.0
"Определять задачи в рамках цели","Формулирование задач с учетом приоритетов и ресурсных ограничений проекта",0.9
"Тестировать ПО","Выполнение функционального и регрессионного тестирования программного обеспечения",1.0
"Писать спецификации для API","Участие в обсуждении и проверке спецификаций API на этапе разработки",0.3
"Оптимизировать производительность кода","Устранение узких мест и повышение скорости выполнения программы",0.9
"Знание основ маркетинга","Применение методов A/B-тестирования для улучшения маркетинговых решений",0.4
"Оптимизировать процессы продаж","Использование CRM для улучшения воронки продаж",0.4
"Использовать профессиональный словарь","Применение терминологии, связанной с вашей областью деятельности",0.5
"Обеспечивать однозначность требований","Избегание двусмысленностей через точные формулировки",0.4
"Обеспечивать резервирование ресурсов","Создание запасов времени, бюджета или ресурсов на случай непредвиденных ситуаций",0.4
"Обеспечивать кибербезопасность","Использование инструментов шифрования и защиты данных в корпоративных сетях",0.5
"Ставить задачи команде разработчиков","Четкое формулирование задач и приоритетов для команды разработки на основе бизнес-требований",1.0
"Обрабатывать данные для обучения","Предобработка изображений, текстов или временных рядов",0.6
"Анализировать конкурентов","Изучение интерфейсов конкурентов для выявления лучших практик",0.5
"Завершать проект четко","Формальная финализация проекта после успешного тестирования и внедрения",0.2
"Изучать документацию","Использование официальных руководств и ресурсов для решения задач",0.3
"Управлять версиями ПО","Использование Git или других систем для контроля изменений в коде",0.4
"Управлять Docker-сетями","Настройка взаимодействия между контейнерами через сети",0.6
"Автоматизировать административные задачи","Написание скриптов на Bash, PowerShell или Python для автоматизации",1.0
"Резервное копирование данных","Создание и восстановление backup'ов для защиты информации",0.5
"Тестировать конфигурацию","Проверка работоспособности системы перед запуском",0.5
"Инженерная графика","Знакомство с основами черчения и проектирования",0.1
"Опытный Java-разработчик","Базовое понимание синтаксиса и основных конструкций языка Java",0.2
"Анализировать тренды","Использование актуальных тенденций в разработке новых концепций",1.0
"Осуществлять коммуникацию на государственном языке","Отсутствие навыков коммуникации на государственном языке",0.0
"Применение численных методов","Применение методов аппроксимации, интерполяции и численного интегрирования",0.7
"Настраивать сборщики проектов","Конфигурирование Webpack или Vite для автоматизации сборки проекта",0.2
"Анализировать прошлые проекты","Изучение ошибок и успехов для улучшения анализа рисков в будущем",0.1
"Изучать новые фреймворки","Самостоятельное освоение и внедрение современных фреймворков для решения задач разработки",1.0
"Осуществлять автоматическое тестирование","Базовое понимание принципов автоматического тестирования и его инструментов",0.2
"Оценивать технические риски","Анализ вероятности сбоев в работе ПО, оборудования или инфраструктуры",0.7
"Сопротивление материалов","Опыт расчета нагрузок в строительстве",0.6
"Проектировать удобные интерфейсы","Создание интуитивно понятных и простых в использовании UI/UX",0.8
"Осуществлять автоматическое тестирование","Отсутствие опыта или знаний в области автоматического тестирования",0.0
"Адаптировать стиль общения","Изменение подхода в зависимости от аудитории (коллеги, клиенты, руководство)",0.4
"Применять методы снижения размерности","Использование PCA, t-SNE или LDA для анализа данных",0.6
"Создавать модели для обработки текста","Разработка решений для классификации текстов, анализа тональности или суммаризации",0.9
"Умение работать с таблицами Excel","Визуализация данных с помощью графиков, диаграмм и инфографики в Excel",0.6
"Адаптировать типовые решения","Доработка стандартных конфигураций под специфику бизнеса",0.4
"Умение работать с таблицами Excel","Использование условного форматирования и фильтров для анализа данных",0.4
"Применение JavaScript","Создание асинхронных приложений с использованием Promises, async/await и API",0.8
"Теоретическая механика","Создание контента для социальных сетей",0.0
"Обеспечивать информационную безопасность","Внедрение политик безопасности и защита от кибератак",0.4
"Обучать команду управлению рисками","Повышение осведомленности сотрудников о потенциальных угрозах",0.2
"Учитывать граничные условия","Тестирование работы системы на предельных значениях входных данных",1.0
"Проводить анализ требований","Знакомство с процессом сбора и анализа требований",0.1
"Проводить ручное тестирование","Участие в базовом ручном тестировании под руководством опытных тестировщиков",0.4
"Администратор баз данных","Настройка репликации, бэкапов и восстановления данных в СУБД (MySQL, PostgreSQL, Oracle)",0.9
"Использовать метрики Agile","Отслеживание скорости команды, burndown-чартов и других показателей",0.1
"Работать с серверными технологиями","Использование Node.js, Django, Ruby on Rails или PHP для создания серверной логики",0.2
"Проводит критический анализ различных источников информации","Проверять качество технической документации",0.8
"Планировать выполнение работ по макету","Участие в базовом планировании работ под руководством опытных специалистов",0.4
"Снижать использование ресурсов","Оптимизация потребления памяти, CPU и дискового пространства",0.8
"Тестировать программное обеспечение","Написание unit-тестов и проведение интеграционного тестирования",0.3
"Документировать этапы разработки","Создание технической документации для разработчиков и пользователей",0.2
"Взаимодействовать с проектными группами","Обсуждать задачи с аналитиками",0.8
"Оптимизировать бизнес-процессы","Анализ и улучшение процессов через возможности ERP",1.0
"Разрабатывать диаграммы развертывания","Описание физической архитектуры системы (серверы, устройства)",0.4
"Обеспечивать отказоустойчивость","Обработка ошибок и повторные попытки выполнения задач",0.4
"Анализировать функции","Исследование свойств функций, нахождение экстремумов и асимптот",1.0
"Создавать BPMN-диаграммы","Моделирование бизнес-процессов в нотации BPMN для их визуализации",0.5
"Создавать динамические интерфейсы","Разработка интерактивных элементов с помощью JavaScript и его фреймворков",0.7
"Грамотная письменная и устная речь","Знакомство с основами грамотной устной и письменной коммуникации",0.1
"Разработка и проектирование программных систем","Интеграция микросервисной архитектуры в программные системы",0.7
"Изучать технические требования","Базовое понимание принципов работы с техническими требованиями",0.2
"Интегрировать PostgreSQL с приложениями","Подключение базы данных к backend-приложениям (Python, Java, PHP)",0.1
"Анализировать и синтезировать информацию","Преобразование сложной информации в понятные визуализации и рекомендации",0.7
"Создание контента для социальных сетей","Базовое понимание принципов создания контента для социальных сетей",0.2
"Разрабатывать внешние отчеты и обработки","Создание дополнительных инструментов для анализа данных",0.2
"Анализировать потребности бизнеса","Определение целей и задач для внедрения информационной системы",0.9
"Материаловедение","Умение работать с таблицами Excel",0.1
"Выполнять резервное копирование данных","Организация регулярного backup'а и тестирование восстановления данных",0.6
"Оценивать риски проекта","Анализ потенциальных угроз и разработка мер по их минимизации",0.5
"Выполнять настройку параметров печати","Калибровать цвета для вывода",0.9
"Управлять инцидентами безопасности","Реагирование на атаки и восстановление систем после инцидентов",0.6
"Анализировать требования к ПО","Формализация и управление требованиями заказчика",0.2
"Эксперт в области анализа данных","Базовое понимание принципов анализа данных и работы с таблицами",0.2
"Анализировать результаты тестирования","Использование Allure, ReportPortal или других инструментов для отчетов",0.1
"Определять задачи в рамках цели","Разбиение стратегических целей на конкретные, измеримые и выполнимые задачи для команды",1.0
"Автоматизировать процессы с помощью ИИ","Разработка систем для автоматизации рутинных задач",0.3
"Оценивать качество моделей","Использование метрик (accuracy, loss, F1-score) для анализа результатов",0.5
"Опытный Java-разработчик","Знакомство с основами программирования и базовыми принципами Java",0.1
"Обеспечивать кибербезопасность","Отсутствие опыта или знаний в области кибербезопасности",0.0
"Осуществлять автоматическое тестирование","Настройка CI/CD-пайплайнов для интеграции автоматических тестов в процесс разработки",0.7
"Опытный Java-разработчик","Использование современных инструментов разработки (Maven, Gradle, Docker) для управления проектами",0.7
"Инженерная графика и черчение","Умение работать в AutoCAD",0.9
"Обучать персонал работе с АСУ","Проведение тренингов и создание инструкций для пользователей системы",0.2
"Использовать кластеризацию в машинном обучении","Подготовка данных для последующего анализа или обучения моделей",0.2
"Работать с Composer","Управление зависимостями через пакетный менеджер PHP",0.3
"Создавать простые диаграммы","Построение базовых BPMN-диаграмм или блок-схем",0.5
"Создавать прототипы","Разработка wireframe и кликабельных прототипов для тестирования концепций",0.7
"Знание основ маркетинга","Подготовка аналитических отчетов по эффективности маркетинговых активностей",0.5
"Обучать сотрудников цифровым навыкам","Проведение тренингов для адаптации к новым технологиям",0.4
"Определять задачи в рамках цели","Участие в обсуждении задач под руководством менеджера или старшего специалиста",0.4
"Создавать анимации и эффекты","Использование CSS и JavaScript для добавления динамики на страницу",0.1
"Взаимодействовать с заинтересованными сторонами","Подтверждение корректности Use Cases с заказчиками и пользователями",0.3
"Изучать новые фреймворки","Экспериментирование с базовыми функциями нового фреймворка на тестовых проектах",0.4
"Оптимизировать производительность приложений","Поиск узких мест и улучшение скорости работы программы",0.6
"Применение численных методов","Разработка и реализация сложных численных алгоритмов для решения инженерных и научных задач",1.0
"Мониторить угрозы","Использование SIEM-систем для отслеживания подозрительной активности",0.2
"Оценивать соответствие требованиям качества","Проверять DPI макета",0.7
"Заниматься самообразованием","Отсутствие привычки или мотивации к самообразованию",0.0
"Принимать решения в нестандартных ситуациях","Эффективное принятие решений в условиях неопределенности и высокой сложности",1.0
"Обеспечивать безопасность данных","Настройка прав доступа и защита информации в системе",0.3
"Обеспечивать безопасность данных","Защита от утечек и несанкционированного доступа",0.2
"Собирать требования у заказчиков","Проведение интервью и составление списка потребностей клиента",0.6
"Принимать решения в нестандартных ситуациях","Устранять сбои в IT-системах",0.8
"Понимать устную речь на английском языке","Восприятие информации из подкастов, видео или живой речи на английском языке",1.0
"Оптимизировать процессы разработки","Внедрение Agile, Scrum или Kanban для повышения эффективности",0.3
"Мониторить облачные ресурсы","Использование инструментов мониторинга (CloudWatch, Prometheus)",0.3
"Управлять зависимостями","Контроль библиотек и внешних сервисов внутри монолита",0.5
"Кандидат должен иметь высшее техническое образование.","Принимаем на работу студентам последних курсов.",0.6
"Осуществлять сбор и анализ данных для ТЗ","Анализировать требования к дизайну",0.8
"Обучать модели на больших данных","Использование инструментов, таких как TensorFlow, PyTorch или Spark MLlib",0.1
"Создавать схемы архитектуры","Знакомство с инструментами и методами визуализации архитектуры",0.1
"Настраивать модули ERP","Конфигурирование финансовых, складских или производственных модулей",0.9
"Проводить ретроспективы","Анализ завершенных спринтов для выявления улучшений",0.2
"Использовать шаблоны для функциональных требований","Применение стандартов, таких как IEEE 830 или SRS",0.5
"Работать в команде","Эффективное взаимодействие с коллегами для достижения общей цели",0.5
"Осуществлять коммуникацию на государственном языке","Эффективное ведение деловой переписки, презентаций и переговоров на государственном языке",1.0
"Автоматизировать задачи","Написание скриптов для выполнения повторяющихся операций",0.2
"Анализировать и синтезировать информацию","Подготовка презентаций и документов на основе аналитических выводов",0.5
"Обучать нейронные сети","Разработка моделей с использованием TensorFlow, PyTorch или Keras",1.0
