sentence1,sentence2,label
"Разрабатывать игры на Unity","Администрировать базы данных Oracle",0.1
"Проектировать микросервисную архитектуру","Создавать анимации для веб-сайтов",0.1
"Тестировать производительность приложений","Обучать пользователей работе с ERP",0.1
"Настраивать CI/CD в Jenkins","Разрабатывать стратегии цифрового маркетинга",0.1
"Оптимизировать код на JavaScript","Проектировать схемы электрических сетей",0.1
"Создавать дашборды в Power BI","Управлять физической инфраструктурой серверов",0.1
"Интегрировать системы с CRM","Проводить тестирование квантовых компьютеров",0.1
"Разрабатывать ПО для IoT-устройств","Создавать контент для социальных сетей",0.1
"Анализировать большие данные Hadoop","Проектировать интерфейсы для VR-приложений",0.1
"Настраивать виртуальные машины VMware","Разрабатывать политики информационной безопасности",0.1
"Писать юнит-тесты для кода","Устанавливать системы видеонаблюдения",0.1
"Моделировать процессы в BPMN","Оптимизировать производительность сетевых протоколов",0.1
"Разрабатывать приложения для Android","Создавать картины в стиле импрессионизма",0.1
"Тестировать веб-сайты на уязвимости","Диагностировать заболевания",0.1
"Настраивать серверы на Windows","Проводить хирургические операции",0.1
"Писать документацию для программного модуля","Писать сценарии для театральных постановок",0.1
"Разрабатывать архитектуру микросервисов","Дизайнить костюмы для балета",0.1
"Писать текстовые описания функциональных модулей программы","Писать романы в жанре фэнтези",0.1
"Проектировать системы на Kubernetes","Выращивать растения в оранжерее",0.1
"Разрабатывать мобильные приложения для Android","Тестировать веб-интерфейсы на usability",0.2
"Писать код на языке Python","Оптимизировать производительность баз данных",0.2
"Настраивать облачные сервисы AWS","Интегрировать системы с REST API",0.2
"Тестировать функциональность программного обеспечения","Создавать 3D-модели для игр",0.2
"Оптимизировать алгоритмы машинного обучения","Проводить аудит сетевой безопасности",0.2
"Создавать дашборды в Power BI","Разрабатывать архитектуру микросервисов",0.2
"Интегрировать CRM с внешними сервисами","Писать юнит-тесты для кода",0.2
"Мониторить производительность серверов","Проектировать интерфейсы в Figma",0.2
"Разрабатывать игры на Unity","Настраивать CI/CD в Jenkins",0.2
"Анализировать большие данные Hadoop","Создавать анимации для веб-сайтов",0.2
"Проектировать системы на Kubernetes","Оптимизировать запросы к SQL-базам",0.2
"Тестировать приложения на iOS","Администрировать серверы Linux",0.2
"Настраивать виртуальные машины VMware","Писать документацию для API",0.2
"Создавать модели в TensorFlow","Моделировать бизнес-процессы BPMN",0.2
"Интегрировать ERP-системы с WMS","Разрабатывать дизайн в Adobe XD",0.2
"Писать код на JavaScript","Тестировать производительность приложений",0.2
"Оптимизировать гиперпараметры моделей","Настраивать сетевые протоколы",0.2
"Разрабатывать ПО для IoT-устройств","Создавать UML-диаграммы для систем",0.2
"Мониторить уязвимости в системе","Проводить нагрузочное тестирование",0.2
"Анализировать профилирование кода","Разрабатывать политики безопасности",0.2
"Разрабатывать сложные веб-приложения с использованием React","Тестировать надежность серверов под высокой нагрузкой",0.2
"Писать высокопроизводительный код на языке Go","Оптимизировать архитектуру баз данных для больших объемов",0.2
"Настраивать автоматизацию развертывания через Docker","Интегрировать платежные системы с использованием API",0.2
"Тестировать совместимость ПО с разными ОС","Создавать интерактивные прототипы интерфейсов в Sketch",0.2
"Оптимизировать процессы обработки данных в Spark","Проводить детальный анализ логов для поиска ошибок",0.2
"Создавать аналитические отчеты с помощью QlikView","Разрабатывать масштабируемые системы на основе Spring",0.2
"Интегрировать системы учета с помощью GraphQL","Писать автоматизированные тесты с использованием Selenium",0.2
"Мониторить состояние инфраструктуры с помощью Nagios","Проектировать адаптивные интерфейсы для мобильных устройств",0.2
"Разрабатывать дополненную реальность на ARKit","Настраивать процессы непрерывной доставки в GitLab",0.2
"Анализировать производительность сети с Wireshark","Создавать визуальные эффекты для веб-страниц",0.2
"Проектировать отказоустойчивые системы с использованием Kafka","Оптимизировать работу NoSQL баз данных",0.2
"Тестировать безопасность приложений с OWASP ZAP","Администрировать кластеры баз данных PostgreSQL",0.2
"Настраивать резервное копирование с использованием Bacula","Писать спецификации требований для новых проектов",0.2
"Разрабатывать кроссплатформенные приложения с использованием Flutter","Тестировать производительность серверов под нагрузкой",0.3
"Писать асинхронный код на языке Node.js","Оптимизировать процессы обработки больших данных",0.3
"Настраивать контейнеризацию приложений через Docker","Интегрировать системы с использованием SOAP API",0.3
"Тестировать совместимость веб-приложений с браузерами","Создавать макеты интерфейсов в Adobe XD",0.3
"Оптимизировать модели машинного обучения в PyTorch","Проводить анализ сетевого трафика с tcpdump",0.3
"Создавать интерактивные отчеты в Looker Studio","Разрабатывать backend-логику с использованием Django",0.3
"Интегрировать системы мониторинга с Zabbix","Писать модульные тесты с использованием JUnit",0.3
"Мониторить доступность сервисов с Prometheus","Проектировать пользовательские интерфейсы в Axure",0.3
"Разрабатывать виртуальную реальность на Unreal Engine","Настраивать автоматизацию в Ansible",0.3
"Анализировать данные с использованием Apache Hive","Создавать анимации с помощью CSS и GSAP",0.3
"Проектировать системы с использованием RabbitMQ","Оптимизировать производительность MongoDB-баз",0.3
"Тестировать надежность API с Postman","Администрировать базы данных MySQL",0.3
"Настраивать системы логирования с ELK Stack","Писать пользовательские руководства для ПО",0.3
"Создавать голосовые интерфейсы с Amazon Alexa","Моделировать процессы с использованием ArchiMate",0.3
"Интегрировать аналитику с Google Tag Manager","Разрабатывать дизайн-системы в Storybook",0.3
"Писать серверный код на языке Rust","Тестировать стабильность приложений под нагрузкой",0.3
"Оптимизировать процессы CI/CD с CircleCI","Настраивать маршрутизацию в сетях Cisco",0.3
"Разрабатывать ПО для управления роботами","Создавать диаграммы последовательности в UML",0.3
"Мониторить состояние кластеров с Grafana","Проводить тестирование доступности интерфейсов",0.3
"Анализировать уязвимости с помощью Burp Suite","Разрабатывать стратегии резервного копирования",0.3
"Разрабатывать простые веб-страницы с использованием HTML","Тестировать функциональность кнопок и форм",0.3
"Писать базовый код на языке Python","Оптимизировать простые запросы к базам данных",0.3
"Настраивать локальные среды разработки через VS Code","Интегрировать готовые API в проект",0.3
"Тестировать отображение страниц в браузерах","Создавать простые макеты в Figma",0.3
"Оптимизировать загрузку изображений на сайте","Проводить базовый анализ ошибок в консоли",0.3
"Создавать таблицы в Excel для отчетов","Разрабатывать простые функции на JavaScript",0.3
"Интегрировать сторонние библиотеки в код","Писать тесты для проверки ввода данных",0.3
"Мониторить статус локального сервера","Проектировать базовые интерфейсы с CSS",0.3
"Разрабатывать простые игры на Scratch","Настраивать автосохранение в редакторе кода",0.3
"Анализировать данные с помощью Google Sheets","Создавать анимации с использованием CSS",0.3
"Проектировать структуру простых приложений","Оптимизировать скорость загрузки страниц",0.3
"Тестировать работу форм на сайте","Администрировать учебные базы данных SQLite",0.3
"Настраивать подключение к API с Postman","Писать инструкции для пользователей",0.3
"Создавать простые боты на Python","Моделировать процессы с помощью блок-схем",0.3
"Интегрировать плагины в WordPress","Разрабатывать простые стили в Tailwind",0.3
"Писать код для калькуляторов на Java","Тестировать кликабельность элементов интерфейса",0.3
"Оптимизировать размер файлов изображений","Настраивать доступ к локальной сети",0.3
"Разрабатывать простые формы ввода данных","Создавать схемы в draw.io",0.3
"Мониторить ошибки в консоли браузера","Проводить базовые тесты usability",0.3
"Анализировать логи с помощью текстового редактора","Разрабатывать шаблоны email-рассылок",0.3
"Разрабатывать frontend-компоненты с использованием Vue.js","Тестировать backend-логику на производительность",0.4
"Писать скрипты автоматизации на Bash","Оптимизировать работу реляционных баз данных",0.4
"Настраивать кластеры Kubernetes для приложений","Интегрировать системы с использованием WebSocket",0.4
"Тестировать масштабируемость облачных сервисов","Создавать прототипы интерфейсов в Principle",0.4
"Оптимизировать нейронные сети в Keras","Проводить анализ производительности с New Relic",0.4
"Создавать визуализации данных в D3.js","Разрабатывать серверную логику на FastAPI",0.4
"Интегрировать системы с OAuth 2.0","Писать интеграционные тесты с pytest",0.4
"Мониторить метрики приложений с Datadog","Проектировать адаптивные интерфейсы с Bootstrap",0.4
"Разрабатывать приложения дополненной реальности","Настраивать процессы деплоя с Travis CI",0.4
"Анализировать трафик с помощью Splunk","Создавать эффекты переходов с After Effects",0.4
"Проектировать системы очередей с Redis","Оптимизировать скорость загрузки NoSQL-баз",0.4
"Тестировать надежность микросервисов","Администрировать базы данных с Cassandra",0.4
"Настраивать системы уведомлений с Twilio","Писать технические спецификации для команд",0.4
"Создавать интерфейсы для умных устройств","Моделировать процессы с использованием SysML",0.4
"Интегрировать аналитику с Mixpanel","Разрабатывать компоненты в React Native",0.4
"Писать код для парсинга данных на Scala","Тестировать отказоустойчивость серверов",0.4
"Оптимизировать работу приложений с Nginx","Настраивать VPN-соединения для команд",0.4
"Разрабатывать системы управления контентом","Создавать схемы данных в Lucidchart",0.4
"Мониторить киберугрозы с помощью SIEM","Проводить тестирование API с SoapUI",0.4
"Анализировать производительность с Valgrind","Разрабатывать политики доступа в IAM",0.4
"Разрабатывать сложные веб-приложения на Angular","Создавать динамические интерфейсы с использованием Angular",0.8
"Писать высокопроизводительный код на C#","Реализовывать логику приложений на языке C#",0.8
"Настраивать автоматизацию деплоя с GitHub Actions","Конфигурировать процессы CI/CD через GitHub Actions",0.8
"Тестировать отказоустойчивость распределенных систем","Проверять стабильность кластеров при сбоях",0.8
"Оптимизировать производительность приложений на Go","Улучшать скорость работы программ на Go",0.8
"Создавать интерактивные дашборды в Grafana","Проектировать визуализации метрик с Grafana",0.8
"Интегрировать системы с помощью Apache Camel","Объединять сервисы через Apache Camel",0.8
"Мониторить состояние сети с SolarWinds","Отслеживать производительность сети с SolarWinds",0.8
"Разрабатывать серверные приложения на PHP","Писать backend-логику с использованием PHP",0.8
"Анализировать данные с помощью Snowflake","Обрабатывать данные в Snowflake для аналитики",0.8
"Проектировать системы с использованием Istio","Настраивать сервисную сетку через Istio",0.8
"Тестировать производительность API с LoadRunner","Оценивать нагрузку API с помощью LoadRunner",0.8
"Настраивать системы мониторинга с OpenTelemetry","Конфигурировать трассировку с OpenTelemetry",0.8
"Создавать чат-ботов с использованием Dialogflow","Разрабатывать ботов на базе Dialogflow",0.8
"Интегрировать системы с SAP через OData","Подключать сервисы к SAP с OData",0.8
"Писать код для обработки потоков в Kafka","Реализовать стриминг данных с Kafka",0.8
"Оптимизировать загрузку страниц с Lighthouse","Улучшать скорость сайтов с помощью Lighthouse",0.8
"Разрабатывать системы аутентификации с Keycloak","Настраивать авторизацию через Keycloak",0.8
"Мониторить безопасность с помощью Nessus","Отслеживать уязвимости с использованием Nessus",0.8
"Анализировать производительность с JProfiler","Оценивать эффективность кода с JProfiler",0.8
"Разрабатывать сложные веб-приложения с использованием фреймворка Angular для крупных проектов","Создавать динамические и интерактивные интерфейсы с применением Angular для масштабируемых систем",0.9
"Писать высокопроизводительный и оптимизированный код на языке C# для серверных решений","Реализовывать сложную серверную логику приложений с использованием языка программирования C#",0.9
"Настраивать автоматизацию процессов деплоя с использованием инструмента GitHub Actions для командной разработки","Конфигурировать процессы непрерывной интеграции и доставки через GitHub Actions для проектов",0.9
"Тестировать отказоустойчивость распределенных систем в условиях высокой нагрузки и сбоев","Проверять стабильность работы кластеров при различных сценариях отказов и перегрузок",0.9
"Оптимизировать производительность приложений, написанных на Go, для повышения скорости обработки","Улучшать эффективность работы программного обеспечения на языке Go для масштабируемости",0.9
"Создавать интерактивные дашборды в Grafana для визуализации ключевых метрик в реальном времени","Проектировать детализированные визуализации системных метрик с использованием Grafana",0.9
"Интегрировать сложные системы с использованием Apache Camel для обеспечения обмена данными","Объединять разрозненные сервисы в единую экосистему через Apache Camel",0.9
"Мониторить состояние сети с помощью SolarWinds для обеспечения бесперебойной работы инфраструктуры","Отслеживать производительность и доступность сети с применением SolarWinds",0.9
"Разрабатывать серверные приложения на PHP с учетом требований безопасности и производительности","Писать backend-логику с использованием PHP для надежных серверных решений",0.9
"Анализировать большие объемы данных с помощью Snowflake для поддержки принятия решений","Обрабатывать данные в облачной платформе Snowflake для аналитики и отчетности",0.9
"Проектировать системы управления трафиком с использованием Istio для микросервисной архитектуры","Настраивать сервисную сетку для управления трафиком через Istio в проектах",0.9
"Тестировать производительность API с использованием LoadRunner для оценки масштабируемости сервисов","Оценивать способность API выдерживать нагрузку с помощью инструмента LoadRunner",0.9
"Настраивать системы мониторинга и трассировки с OpenTelemetry для анализа поведения приложений","Конфигурировать инструменты трассировки с OpenTelemetry для глубокого анализа",0.9
"Создавать чат-ботов с использованием Dialogflow для автоматизации взаимодействия с пользователями","Разрабатывать интеллектуальных ботов на базе Dialogflow для клиентских сервисов",0.9
"Интегрировать корпоративные системы с SAP через протокол OData для обмена данными","Подключать сервисы к SAP с использованием протокола OData для интеграции",0.9
"Писать код для обработки потоков данных в реальном времени с использованием Kafka","Реализовать стриминг данных в реальном времени с помощью платформы Kafka",0.9
"Оптимизировать скорость загрузки веб-страниц с Lighthouse для улучшения пользовательского опыта","Улучшать производительность сайтов с применением инструмента Lighthouse",0.9
"Разрабатывать системы аутентификации и авторизации с Keycloak для обеспечения безопасности","Настраивать процессы авторизации и аутентификации через Keycloak",0.9
"Мониторить безопасность инфраструктуры с помощью Nessus для выявления потенциальных уязвимостей","Отслеживать и анализировать уязвимости с использованием инструмента Nessus",0.9
"Анализировать производительность кода с JProfiler для оптимизации ресурсов приложений","Оценивать эффективность работы программного кода с помощью JProfiler",0.9
"Разрабатывать сложные веб-приложения с использованием Angular","Разрабатывать сложные веб-приложения с использованием Angular",1.0
"Писать высокопроизводительный код на языке C#","Писать высокопроизводительный код на языке C#",1.0
"Настраивать автоматизацию деплоя с GitHub Actions","Настраивать автоматизацию деплоя с GitHub Actions",1.0
"Тестировать отказоустойчивость распределенных систем","Тестировать отказоустойчивость распределенных систем",1.0
"Оптимизировать производительность приложений на Go","Оптимизировать производительность приложений на Go",1.0
"Создавать интерактивные дашборды в Grafana","Создавать интерактивные дашборды в Grafana",1.0
"Интегрировать системы с помощью Apache Camel","Интегрировать системы с помощью Apache Camel",1.0
"Мониторить состояние сети с SolarWinds","Мониторить состояние сети с SolarWinds",1.0
"Разрабатывать серверные приложения на PHP","Разрабатывать серверные приложения на PHP",1.0
"Анализировать данные с помощью Snowflake","Анализировать данные с помощью Snowflake",1.0
"Проектировать системы с использованием Istio","Проектировать системы с использованием Istio",1.0
"Тестировать производительность API с LoadRunner","Тестировать производительность API с LoadRunner",1.0
"Настраивать системы мониторинга с OpenTelemetry","Настраивать системы мониторинга с OpenTelemetry",1.0
"Создавать чат-ботов с использованием Dialogflow","Создавать чат-ботов с использованием Dialogflow",1.0
"Интегрировать системы с SAP через OData","Интегрировать системы с SAP через OData",1.0
"Писать код для обработки потоков в Kafka","Писать код для обработки потоков в Kafka",1.0
"Оптимизировать загрузку страниц с Lighthouse","Оптимизировать загрузку страниц с Lighthouse",1.0
"Разрабатывать системы аутентификации с Keycloak","Разрабатывать системы аутентификации с Keycloak",1.0
"Мониторить безопасность с помощью Nessus","Мониторить безопасность с помощью Nessus",1.0
"Анализировать производительность с JProfiler","Анализировать производительность с JProfiler",1.0
"Писать эффективный код на языке Python для серверных приложений","Писать эффективный код на языке Python для серверных приложений",1.0
"Разрабатывать REST API с использованием фреймворка Flask","Разрабатывать REST API с использованием фреймворка Flask",1.0
"Создавать скрипты автоматизации задач с помощью Python","Создавать скрипты автоматизации задач с помощью Python",1.0
"Оптимизировать производительность кода на Python для больших данных","Оптимизировать производительность кода на Python для больших данных",1.0
"Тестировать функциональность Python-приложений с использованием pytest","Тестировать функциональность Python-приложений с использованием pytest",1.0
"Интегрировать внешние API в проекты на Python","Интегрировать внешние API в проекты на Python",1.0
"Разрабатывать модели машинного обучения с библиотекой scikit-learn","Разрабатывать модели машинного обучения с библиотекой scikit-learn",1.0
"Анализировать данные с использованием pandas в Python","Анализировать данные с использованием pandas в Python",1.0
"Создавать веб-приложения с использованием Django на Python","Создавать веб-приложения с использованием Django на Python",1.0
"Настраивать асинхронные задачи с Celery в Python","Настраивать асинхронные задачи с Celery в Python",1.0
"Писать юнит-тесты для Python-кода с unittest","Писать юнит-тесты для Python-кода с unittest",1.0
"Оптимизировать работу с базами данных через SQLAlchemy","Оптимизировать работу с базами данных через SQLAlchemy",1.0
"Разрабатывать парсеры данных с библиотекой BeautifulSoup","Разрабатывать парсеры данных с библиотекой BeautifulSoup",1.0
"Создавать визуализации данных с matplotlib в Python","Создавать визуализации данных с matplotlib в Python",1.0
"Настраивать обработку потоков данных с asyncio","Настраивать обработку потоков данных с asyncio",1.0
"Интегрировать Python-приложения с Redis для кэширования","Интегрировать Python-приложения с Redis для кэширования",1.0
"Разрабатывать чат-ботов с использованием Telegram API","Разрабатывать чат-ботов с использованием Telegram API",1.0
"Анализировать производительность кода с cProfile","Анализировать производительность кода с cProfile",1.0
"Писать скрипты для обработки CSV-файлов в Python","Писать скрипты для обработки CSV-файлов в Python",1.0
"Создавать серверные приложения с FastAPI на Python","Создавать серверные приложения с FastAPI на Python",1.0
"Разрабатывать интерактивные интерфейсы с использованием React","Разрабатывать интерактивные интерфейсы с использованием React",1.0
"Писать чистый и модульный код на JavaScript","Писать чистый и модульный код на JavaScript",1.0
"Создавать адаптивные дизайны с использованием CSS Grid","Создавать адаптивные дизайны с использованием CSS Grid",1.0
"Оптимизировать производительность фронтенд-приложений с Webpack","Оптимизировать производительность фронтенд-приложений с Webpack",1.0
"Тестировать отображение интерфейсов с помощью Cypress","Тестировать отображение интерфейсов с помощью Cypress",1.0
"Интегрировать REST API в React-приложения","Интегрировать REST API в React-приложения",1.0
"Разрабатывать компоненты с использованием TypeScript","Разрабатывать компоненты с использованием TypeScript",1.0
"Создавать анимации интерфейсов с помощью GSAP","Создавать анимации интерфейсов с помощью GSAP",1.0
"Настраивать стилизацию с использованием препроцессора SASS","Настраивать стилизацию с использованием препроцессора SASS",1.0
"Писать юнит-тесты для компонентов с Jest","Писать юнит-тесты для компонентов с Jest",1.0
"Оптимизировать загрузку страниц с Lazy Loading","Оптимизировать загрузку страниц с Lazy Loading",1.0
"Разрабатывать SPA-приложения с использованием Vue.js","Разрабатывать SPA-приложения с использованием Vue.js",1.0
"Создавать доступные интерфейсы согласно стандартам WCAG","Создавать доступные интерфейсы согласно стандартам WCAG",1.0
"Интегрировать библиотеки управления состоянием с Redux","Интегрировать библиотеки управления состоянием с Redux",1.0
"Настраивать кросс-браузерную совместимость фронтенд-кода","Настраивать кросс-браузерную совместимость фронтенд-кода",1.0
"Разрабатывать дизайн-системы с использованием Storybook","Разрабатывать дизайн-системы с использованием Storybook",1.0
"Писать код для обработки событий в JavaScript","Писать код для обработки событий в JavaScript",1.0
"Создавать прототипы интерфейсов с использованием Framer","Создавать прототипы интерфейсов с использованием Framer",1.0
"Оптимизировать работу с DOM через виртуальный DOM","Оптимизировать работу с DOM через виртуальный DOM",1.0
"Тестировать производительность фронтенда с Lighthouse","Тестировать производительность фронтенда с Lighthouse",1.0
"Проектировать масштабируемые системы с использованием микросервисной архитектуры","Проектировать масштабируемые системы с использованием микросервисной архитектуры",1.0
"Писать надежный код для управления потоками данных","Писать надежный код для управления потоками данных",1.0
"Разрабатывать алгоритмы оптимизации производительности приложений","Разрабатывать алгоритмы оптимизации производительности приложений",1.0
"Настраивать процессы непрерывной интеграции с Jenkins","Настраивать процессы непрерывной интеграции с Jenkins",1.0
"Тестировать надежность программного обеспечения с нагрузочными тестами","Тестировать надежность программного обеспечения с нагрузочными тестами",1.0
"Интегрировать системы с использованием очередей сообщений RabbitMQ","Интегрировать системы с использованием очередей сообщений RabbitMQ",1.0
"Создавать модели данных для реляционных баз данных","Создавать модели данных для реляционных баз данных",1.0
"Оптимизировать процессы разработки с использованием Agile-методологий","Оптимизировать процессы разработки с использованием Agile-методологий",1.0
"Разрабатывать отказоустойчивые системы с паттернами резервирования","Разрабатывать отказоустойчивые системы с паттернами резервирования",1.0
"Анализировать требования заказчика для формирования спецификаций","Анализировать требования заказчика для формирования спецификаций",1.0
"Писать юнит-тесты для обеспечения качества кода","Писать юнит-тесты для обеспечения качества кода",1.0
"Настраивать контейнеризацию приложений с помощью Docker","Настраивать контейнеризацию приложений с помощью Docker",1.0
"Создавать архитектурные диаграммы с использованием UML","Создавать архитектурные диаграммы с использованием UML",1.0
"Интегрировать системы мониторинга с Prometheus и Grafana","Интегрировать системы мониторинга с Prometheus и Grafana",1.0
"Оптимизировать производительность кода с профилированием","Оптимизировать производительность кода с профилированием",1.0
"Разрабатывать системы управления версиями с Git","Разрабатывать системы управления версиями с Git",1.0
"Тестировать совместимость ПО с различными платформами","Тестировать совместимость ПО с различными платформами",1.0
"Писать документацию для поддержки жизненного цикла ПО","Писать документацию для поддержки жизненного цикла ПО",1.0
"Настраивать автоматизацию развертывания с Ansible","Настраивать автоматизацию развертывания с Ansible",1.0
"Проектировать системы с учетом требований безопасности OWASP","Проектировать системы с учетом требований безопасности OWASP",1.0
